"id","TITLE","AUTHOR","ACCESSION NO.","CALL NUMBER","DATE ACQUIRED","SUMMARY","KEYWORDS","General_Category","Sub_Category","cover_image_url","Like","Dislike","date_added","status"
"183","american jurisprudence: trials volume 28 1981",,"4029kh","KH347.06 Am35",,"american jurisprudence: trials volume 28 1981 is comprehensive legal reference guide focusing on various aspects of trial law in the united states. it provides detailed insights, case analyses, and procedural guidance for legal practitioners. the volume covers wide range of topics, including trial preparation, evidence handling, jury instructions, and strategies for effective courtroom advocacy.","trial preparation, evidence handling, jury instructions, courtroom advocacy, legal practitioners","Law",,"assets/Law.png","42","15","0000-00-00","available"
"184","american jurisprudence: trials volume 29 1982",,"4030kh","KH347.06 Am35",,"american jurisprudence: trials volume 29 1982 is comprehensive legal reference guide that provides detailed insights into trial procedures and practices in the united states. it covers wide range of topics relevant to trial law, including courtroom strategies, evidentiary issues, jury selection, and witness examination. this volume serves as an essential resource for legal practitioners, offering practical advice and thorough analysis of case law to aid in the preparation and conduct of trials.","trial procedures, courtroom strategies, evidentiary issues, jury selection, witness examination","Law",,"assets/Law.png","10","17","0000-00-00","available"
"185","american jurisprudence: trials volume 30 1983",,"4031kh","KH347.06 Am35",,"american jurisprudence: trials volume 30 1983 is comprehensive legal reference guide that provides detailed insights into trial procedures and practices within the american legal system. this volume covers various aspects of trial law, including pre-trial motions, jury selection, presentation of evidence, and closing arguments. it serves as an essential resource for legal professionals seeking to understand and navigate the complexities of trial proceedings effectively.","trial procedures, pre-trial motions, jury selection, presentation of evidence, closing arguments","Law",,"assets/Law.png","28","19","0000-00-00","available"
"186","american jurisprudence: trials volume 31 1984",,"4032kh","KH347.06 Am35",,"american jurisprudence: trials volume 31 1984 serves as comprehensive legal reference, offering detailed guidance on trial procedures and practices in the united states. this volume includes analyses of case law, practical insights for trial attorneys, and discussions on various aspects of trial preparation and execution, aiming to support legal professionals in effectively navigating the complexities of courtroom litigation.","trial procedures, case law, trial preparation, courtroom litigation, legal reference","Law",,"assets/Law.png","11","13","0000-00-00","available"
"187","american jurisprudence: trials volume 32 1985",,"4033kh","KH347.06 Am35",,"american jurisprudence: trials volume 32 1985 is comprehensive legal reference that provides detailed analysis and guidance on trial procedures in the united states. this volume covers various aspects of trial practice, including jury selection, presentation of evidence, and cross-examination techniques. it serves as valuable resource for legal professionals seeking to enhance their understanding and effectiveness in courtroom litigation.","jury selection, presentation of evidence, cross-examination, trial procedures, courtroom litigation","Law",,"assets/Law.png","35","14","0000-00-00","available"
"188","american jurisprudence: trials volume 33 1986",,"4034kh","KH347.06 Am35",,"american jurisprudence: trials volume 33 1986 is part of comprehensive legal reference series that offers detailed guidance on trial procedures in the united states. this volume focuses on various aspects of trial practice, including evidentiary issues, jury instructions, and trial strategy. it serves as practical resource for legal professionals, providing case studies, expert commentary, and procedural recommendations to enhance trial effectiveness.","trial procedures, evidentiary issues, jury instructions, trial strategy, legal professionals","Law",,"assets/Law.png","41","13","0000-00-00","available"
"189","american jurisprudence: trials volume 34 35 1987",,"4035 â 4036kh","KH347.06 Am35",,"'american jurisprudence: trials volume 34 35 1987' is comprehensive legal reference that provides detailed guidance on trial procedures and practices within the american legal system. covering wide range of topics, these volumes offer insights into trial preparation, presentation of evidence, jury selection, and courtroom strategies. they serve as an essential resource for legal professionals seeking to enhance their understanding of trial dynamics and improve their litigation skills.","trial procedures, evidence presentation, jury selection, courtroom strategies, litigation skills","Law",,"assets/Law.png","15","12","0000-00-00","available"
"190","american jurisprudence: trials volume 3637 1988",,"4037 â 4038kh","KH347.06 Am35",,"american jurisprudence: trials volume 3637 1988 is comprehensive legal reference that provides detailed guidance on trial practice in the united states. it offers insights into various trial procedures, strategies, and case analyses, serving as an essential tool for legal professionals. the volumes cover range of topics including jury selection, evidence presentation, cross-examination techniques, and closing arguments, providing practical advice and case law to support effective trial advocacy.","Trial practice, jury selection, evidence presentation, cross-examination, closing arguments","Law",,"assets/Law.png","41","14","0000-00-00","available"
"191","american jurisprudence: trials volume 38 39 1989",,"4039 â 4040kh","KH347.06 Am35",,"'american jurisprudence: trials volume 38 39 1989' is comprehensive legal reference that provides in-depth analysis and practical guidance on trial procedures in the united states. these volumes cover various aspects of trial practice, including jury selection, presentation of evidence, and trial strategy. they offer insights into case law, legal principles, and procedural rules, serving as an invaluable resource for attorneys and legal scholars seeking to understand and navigate the complexities of trial litigation.","Trial procedures, jury selection, evidence presentation, legal principles, trial strategy","Law",,"assets/Law.png","13","18","0000-00-00","available"
"192","american jurisprudence: trials volume 40 41 1990",,"4041 â 4042kh","KH347.06 Am35",,"american jurisprudence: trials volumes 40 41 1990 is comprehensive legal reference that discusses various aspects of trial procedures and practices in the united states. these volumes delve into case law, legal principles, and methodologies pertinent to conducting effective trials, offering in-depth analysis and guidance for legal practitioners. they serve as critical resource for understanding the intricacies of trial preparation, courtroom strategies, and post-trial considerations.","trial procedures, case law, legal principles, courtroom strategies, post-trial considerations","Law",,"assets/Law.png","20","17","0000-00-00","available"
"193","american jurisprudence: trials volume 42 43 1991",,"4043 â 4044kh","KH347.06 Am35",,"american jurisprudence: trials volume 42 43 is comprehensive legal reference that provides detailed guidance on trial procedures and case law analysis. it offers insights into various trial processes, including jury selection, evidence presentation, and courtroom strategies. the volumes serve as valuable resource for legal practitioners seeking to understand the complexities of trial practice in the american legal system.","Trial procedures, Jury selection, Evidence presentation, Courtroom strategies, Legal practitioners","Law",,"assets/Law.png","26","17","0000-00-00","available"
"194","american jurisprudence: trials volume 44 1992",,"4045kh","KH347.06 Am35",,"american jurisprudence: trials volume 44 1992 is comprehensive legal reference guide that focuses on trial practice and procedure within the united states. this volume provides detailed analysis, case studies, and practical insights into various aspects of trial law, including strategies for litigation, evidentiary issues, and courtroom techniques. it serves as an essential resource for legal professionals seeking to enhance their understanding of trial processes and improve their advocacy skills.","Trial practice, litigation strategies, evidentiary issues, courtroom techniques, legal reference.","Law",,"assets/Law.png","47","17","0000-00-00","available"
"195","american jurisprudence: trials volume 45 48 1993",,"4046 â 4049kh","KH347.06 Am35",,"'american jurisprudence: trials volume 45 48 1993' is comprehensive legal reference work that provides detailed insights into the trial process within the american legal system. it covers various aspects of trial preparation, procedures, and strategies, offering practical guidance for legal practitioners. the volumes include case studies, analyses of legal principles, and procedural guidelines to assist lawyers in effectively navigating trials.","trial process, legal practitioners, trial preparation, procedural guidelines, case studies","Law",,"assets/Law.png","33","17","0000-00-00","available"
"196","american jurisprudence: trials volume 49 50 1994",,"4050 â 4051kh","KH347.06 Am35",,"american jurisprudence: trials volume 49 50 1994 offers comprehensive analysis of trial procedures, strategies, and case law in the united states. this legal reference provides insight into various aspects of trial practice, including jury selection, evidence presentation, and cross-examination techniques. it serves as valuable resource for legal professionals seeking to enhance their understanding of trial dynamics and improve their litigation skills.","trial procedures, jury selection, evidence presentation, cross-examination, litigation skills","Law",,"assets/Law.png","14","16","0000-00-00","available"
"197","americas competitive secrets","rosener, judy","1631kh","KH658.40082 R724a 1995",,"america's competitive secrets by judy rosener explores the role of diversity and inclusion as critical factors in enhancing organizational competitiveness and innovation. drawing from research and case studies, the book argues that leveraging diverse talents and perspectives can lead to more effective problem-solving and decision-making, ultimately driving business success in globalized economy.","Diversity, Inclusion, Competitiveness, Innovation, Globalized Economy","Non-Fiction",,"assets/Non-Fiction.png","43","17","0000-00-00","available"
"198","americas guide age: an eyewitness history","clark, judith","961kh","KH973.8 C548a 1992","4/6/1997","americas guide age: an eyewitness history by judith clark presents detailed exploration of pivotal moments in american history through the lens of those who experienced them firsthand. the book weaves personal narratives with historical analysis to offer comprehensive view of the social, political, and cultural transformations that have shaped the united states. through interviews, letters, and diaries, clark provides readers with an immersive understanding of the nation's evolution.","American history, personal narratives, social transformations, political changes, cultural evolution","History",,"assets/History.png","15","20","0000-00-00","available"
"199","amnesty in the philippines the legal concept as political tool","muyot, alberto","3400kh","Kh364.65 M87a 1994",,"amnesty in the philippines: the legal concept as political tool by alberto muyot examines how amnesty has been utilized in the philippines as means of political maneuvering. the book delves into the historical, legal, and political contexts in which amnesty has been applied, analyzing its implications on governance, justice, and reconciliation. muyot provides critical assessment of how amnesty can serve both as mechanism for peace and as tool for political advantage, highlighting its complexities and the delicate balance required in its implementation.","Amnesty, Philippines, Political tool, Governance, Reconciliation","Law",,"assets/Law.png","31","17","0000-00-00","available"
"200","among the porcupines: memoir","matthew, carol","1371kh","KH940.5481 M43a 1992","8/9/1998","among the porcupines: memoir by carol matthau is an intimate and candid exploration of the author's life, encompassing her experiences growing up in vibrant social circle, her marriages, and her encounters with prominent cultural figures. matthau offers reflective and humorous perspective on her personal journey, revealing the complexities and joys of her relationships and the impact of her unique upbringing.","Carol Matthau, memoir, social circle, marriages, cultural figures","Non-Fiction",,"assets/Non-Fiction.png","20","17","0000-00-00","available"
"201","an acceptable holocaust: life death of boy-general","kalaw, teodoro","2612kh","KH959.9015 D385k 1992","5-Jun-97","""An Acceptable Holocaust: Life & Death of Boy-General"" by Teodoro Kalaw is a historical account that delves into the life and legacy of a young military leader during a tumultuous period. The book explores themes of heroism, sacrifice, and the moral complexities of war, providing a nuanced portrait of the boy-general's rise and fall. Through meticulous research, Kalaw paints a vivid picture of the era, offering insights into the broader socio-political landscape and the personal struggles faced by those who lived through it.","Heroism, Sacrifice, War, Military, Socio-political","History",,"assets/History.png","25","19","0000-00-00","available"
"202","an anthology of short stories for reflection",,"545628 pl","KH899.210301 An86 1955",,"an anthology of short stories for reflection is collection of thought-provoking tales that delve into the complexities of the human experience. each story invites readers to ponder life's profound questions, exploring themes such as love, loss, identity, and morality. through diverse narratives and perspectives, the anthology encourages introspection and offers insights into the human condition.","Reflection, Human Experience, Love, Identity, Morality","Fiction",,"assets/Fiction.png","42","16","0000-00-00","available"
"203","an anthology of winning works short story","don carlos palanca","708232 pl","KH 899.2103 D714a 2000","21-May-01","an anthology of winning works: short story by don carlos palanca is collection of acclaimed short stories that have been recognized for their excellence in storytelling. the anthology showcases diverse range of narratives, each offering unique perspectives and insights into the human experience. the stories are celebrated for their creativity, emotional depth, and cultural significance, representing the pinnacle of literary achievement in short fiction.","Short stories, Anthology, Don Carlos Palanca, Human experience, Literary achievement","Fiction",,"assets/Fiction.png","18","10","0000-00-00","available"
"204","an anthology of winning works: one act play","don carlos palanca","708430 pl","KH 899.2102 D714a 2000","21-May-01","an anthology of winning works: one act play by don carlos palanca is collection that showcases diverse array of one-act plays that have won the prestigious palanca awards. the anthology celebrates the creativity and talent of filipino playwrights, presenting variety of themes and narratives that reflect the cultural, social, and personal dimensions of filipino life. each play encapsulates unique story, offering insight into the playwrights' perspectives and the vibrant tapestry of philippine theater.","Palanca Awards, Filipino playwrights, one-act plays, cultural narratives, Philippine theater","Fiction",,"assets/Fiction.png","15","13","0000-00-00","available"
"205","an aristocracy of everyone","barber, benjamin","1632kh","KH370.973 B233a 1992",,"an aristocracy of everyone by benjamin barber explores the concept of democracy, arguing for more inclusive and participatory approach. barber critiques the elitist nature of traditional democratic systems and advocates for civic education and engagement as tools for empowerment. he envisions society where all individuals have the opportunity to partake in democratic processes, thus creating true 'aristocracy of everyone.'","Democracy, Inclusivity, Civic Education, Empowerment, Participation","Non-Fiction",,"assets/Non-Fiction.png","25","13","0000-00-00","available"
"206","an atlas of world pol. flashpoints.: source book of geopolitical crisis","anderson, ewan","963kh","KH327.1010223 An23a 1993","4/6/1997","an atlas of world political flashpoints by ewan anderson serves as comprehensive sourcebook detailing various geopolitical crises around the globe. it provides in-depth analyses of regions marked by political tension and conflict, offering insights into the historical and contemporary factors that contribute to these flashpoints. the book is valuable resource for understanding the complexities of global politics and the challenges of maintaining international stability.","geopolitical, crises, conflict, international stability, political tension","Non-Fiction",,"assets/Non-Fiction.png","38","14","0000-00-00","available"
"207","an economic history of the phils.","corpuz, o.d.","676715/605336pl","KH 330.9599 C817e1997","17-Apr-00","an economic history of the phils. by onofre d. corpuz provides comprehensive examination of the philippines' economic development from pre-colonial times to the modern era. the book explores the influences of colonial rule, agricultural and industrial changes, and policy decisions on the country's economic landscape. it also delves into the challenges faced in achieving sustainable growth and the impact of globalization on the philippine economy.","Philippines, economic development, colonial influence, globalization, sustainable growth","History",,"assets/History.png","12","19","0000-00-00","available"
"208","an ethnic for enemies: forgiveness in politics.","shriver, donald","1647kh","KH172 Sh86e 1995",,"an ethic for enemies: forgiveness in politics by donald shriver explores the transformative potential of forgiveness in political contexts. the book argues that forgiveness can be powerful tool for reconciliation and peacebuilding, challenging the traditional focus on justice and retribution. through historical examples and philosophical analysis, shriver demonstrates how forgiving past wrongs can lead to healing and more just society.","Forgiveness, Reconciliation, Peacebuilding, Justice, Politics","Non-Fiction",,"assets/Non-Fiction.png","29","15","0000-00-00","available"
"209","an intro. to medical chemistry","patrick, graham","1655kh","KH615.19 P275i 1995","6/6/1997","an introduction to medicinal chemistry by graham patrick offers comprehensive overview of how chemical compounds are used in medicine. it covers the principles of drug design, the role of enzymes and receptors, and the methods used to analyze and synthesize pharmaceuticals. the book provides insights into the development and application of drugs, making it an essential resource for students and professionals in the field.","Medicinal chemistry, drug design, enzymes, receptors, pharmaceuticals","Science",,"assets/Science.png","45","13","0000-00-00","available"
"210","an intro. to the law of contract","ajiyah, ps","1656kh","KH346.4102 At49i 1995","6/6/1997","an intro. to the law of contract by ajiyah, ps offers comprehensive overview of contract law, breaking down complex legal concepts into accessible language. the book covers the formation, execution, and enforcement of contracts, emphasizing fundamental principles and practical applications. it serves as valuable resource for students and professionals seeking to understand the intricacies of contract law.","contract law, formation, execution, enforcement, principles","Law",,"assets/Law.png","28","11","0000-00-00","available"
"211","an introduction philosophy and logic","liwanag, rodel, m. a.","D130674","KH100 L767i 2010","17-Apr-15","an introduction to philosophy and logic by rodel m. a. liwanag offers comprehensive exploration of fundamental philosophical concepts and logical reasoning. the book provides readers with foundational understanding of philosophical inquiry and the principles of logical analysis, making complex ideas accessible through clear explanations and practical examples.","philosophy, logic, reasoning, inquiry, analysis","Non-Fiction",,"assets/Non-Fiction.png","35","15","0000-00-00","available"
"212","an invitation to malacaÃ±an",,"D289277 ","PL959.9212 In 8 2010","23-Nov-12","an invitation to malacaÃ£an offers glimpse into the inner workings and historical significance of malacaÃ£an palace, the official residence of the president of the philippines. through collection of personal anecdotes, historical accounts, and vivid descriptions, the book provides readers with an intimate look at the cultural and political heart of the nation, revealing stories of leadership, legacy, and national identity.","Malacañan Palace, Philippines, presidency, leadership, national identity","History",,"assets/History.png","12","17","0000-00-00","available"
"213","anak ng lupa","landicho, domingo g.","2488kh","KH899.2113 L234a 1995","6-Jun-97","anak ng lupa by domingo g. landicho tells the poignant story of young boy growing up in rural philippine village, exploring themes of identity, tradition, and the connection between humans and the land. through the protagonist's experiences, the novel delves into the struggles and resilience of rural communities in the face of modernization and environmental challenges.","Identity, Tradition, Rural, Modernization, Resilience","Fiction",,"assets/Fiction.png","28","17","0000-00-00","available"
"214","analgesic nsaid induced kidney disease",,"405kh","KH616.61 An13 1993",,"'analgesic nsaid induced kidney disease' explores the adverse effects of analgesics and non-steroidal anti-inflammatory drugs nsaids on renal health. the book delves into the mechanisms by which these medications can lead to kidney damage, discusses various risk factors, and provides guidelines for prevention and management. it serves as comprehensive resource for healthcare professionals to better understand and mitigate the renal risks associated with these commonly used drugs.","analgesics, NSAIDs, kidney damage, renal health, prevention","Non-Fiction",,"assets/Non-Fiction.png","29","16","0000-00-00","available"
"215","analysis metaphysics: an intro. to philosophy","strawson, pf","263kh","KH100 St82a 1992",,"analysis metaphysics: an introduction to philosophy by p.f. strawson offers an insightful exploration into the fundamental questions of philosophy, with focus on the intricate relationship between analysis and metaphysical inquiry. strawson delves into topics such as the nature of reality, the structure of human understanding, and the limits of philosophical analysis, providing clear and accessible entry point for readers new to philosophical discourse.","metaphysics, philosophy, reality, analysis, understanding","Non-Fiction",,"assets/Non-Fiction.png","41","15","0000-00-00","available"
"216","analytic geometry","jala, liza lorena c.","D129100","KH 516.3 J215a 2000","29-Jun-11","analytic geometry by jala, liza lorena c., delves into the fundamental principles and techniques of analytic geometry, bridging algebraic and geometric concepts. the book explores the representation of geometric figures through algebraic equations, providing comprehensive understanding of lines, curves, and shapes in coordinate system. it is designed to enhance the reader's problem-solving skills through practical examples and exercises.","analytic geometry, algebraic equations, coordinate system, geometric figures, problem-solving","Non-Fiction",,"assets/Non-Fiction.png","16","11","0000-00-00","available"
"217","ancient egypt","harris, geraldine","3141kh","KH932 H241a 1990",,"ancient egypt by geraldine harris offers an in-depth exploration of the rich history and culture of one of the world's most fascinating civilizations. the book delves into the daily life, religion, architecture, and significant historical events that shaped ancient egyptian society. it provides readers with comprehensive understanding of egypt's contributions to art, science, and governance, while also highlighting the enduring legacy of its pharaohs and monumental achievements.","ancient egypt, history, culture, pharaohs, architecture","History",,"assets/History.png","50","16","0000-00-00","available"
"218","andres bonifacio: dakilang supremo ng katipunan","desussido, rodolfo","3623 & 3624 kh","KH959.9026 B641f 1983",,"andres bonifacio: dakilang supremo ng katipunan by rodolfo desussido delves into the life and legacy of andres bonifacio, pivotal figure in the philippine revolution against spanish colonial rule. the book explores his role as the founder and leader of the katipunan, his vision for philippine independence, and the challenges he faced both from colonial oppressors and internal conflicts. through detailed narrative, the author sheds light on bonifacio's contributions to the fight for freedom and his enduring impact on the nation's history.","Andres Bonifacio, Katipunan, Philippine Revolution, Spanish colonial rule, independence.","History",,"assets/History.png","42","20","0000-00-00","available"
"219","anersens fairy tales",,"1372kh","KH98.21 An2b 199",,"anersens fairy tales is collection of enchanting and timeless stories penned by hans christian andersen. these tales delve into themes of love, sacrifice, and morality, featuring diverse array of characters, from mermaids and emperors to steadfast tin soldiers and ugly ducklings. each story combines whimsy with moral lessons, captivating readers of all ages with its imaginative narratives and poignant reflections on human nature.","Fairy tales, Morality, Love, Sacrifice, Imaginative narratives","Fiction",,"assets/Fiction.png","49","14","0000-00-00","available"
"220","ang aking prince charming","barrios, joi","536784 pl","KHFic B276a 1994",,"ang aking prince charming by joi barrios is romantic story that follows the journey of young woman as she navigates the complexities of love and self-discovery. set in the philippines, the protagonist dreams of finding her perfect prince charming, but learns valuable lessons about love, identity, and the true meaning of happiness along the way.","Romance, Self-discovery, Love, Philippines, Happiness","Fiction",,"assets/Fiction.png","48","15","0000-00-00","available"
"221","ang ating mga ninuno","villanueva, rene","3631 & 3632kh","KH909.09599  V712a 1985",,"ang ating mga ninuno by rene villanueva explores the rich cultural heritage and history of the philippines through the lives and traditions of its ancestors. the book delves into various aspects of filipino identity, including folklore, customs, and the influence of indigenous practices on contemporary society. it serves as tribute to the enduring legacy of the nation's forebears.","cultural heritage, filipino identity, folklore, customs, indigenous practices","Non-Fiction",,"assets/Non-Fiction.png","27","19","0000-00-00","available"
"222","ang babae sa basag na salamin","bautista, lualhati","528109 pl","KH Fic B329b 1994",,"ang babae sa basag na salamin by lualhati bautista delves into the complex inner world of woman grappling with her identity, societal expectations, and personal struggles. the narrative explores themes of self-discovery, resilience, and the quest for empowerment amidst challenges. through poignant portrayal of her protagonist, bautista sheds light on the multifaceted experiences of women, reflecting both their vulnerabilities and strengths.","identity, societal expectations, self-discovery, resilience, empowerment","Fiction",,"assets/Fiction.png","49","17","0000-00-00","available"
"223","ang bagong kong kalaro my new playmate","garlitos, rhandee","885847 pl","PL899.211301 G184b20b","17-Apr-15","ang bagong kong kalaro my new playmate by rhandee garlitos is heartwarming children's story that explores themes of friendship, acceptance, and understanding. it follows the journey of young child who meets new playmate and learns about the importance of embracing differences and building connections with others.","Friendship, Acceptance, Understanding, Differences, Connections","Children",,"assets/Children.png","10","17","0000-00-00","available"
"224","ang bagong lumipas i-ll","constantino, renato","605280/605530pl","KH959.9 C766b ",,"""Ang Bagong Lumipas II"" by Renato Constantino offers a critical analysis of Philippine history, focusing on socio-political changes and their impacts on the country's development. Constantino examines historical events through a nationalist lens, challenging traditional narratives and advocating for a more inclusive understanding of the Filipino experience. This work encourages readers to reflect on past and present issues to foster national consciousness and progress.","Philippine history, socio-political changes, nationalist perspective, traditional narratives, national consciousness","History",,"assets/History.png","20","12","0000-00-00","available"
"225","ang barumbadong bus","villanueva, rene o.","744347 pl","KH 499.21186 V712b 2001","21-Nov-02","ang barumbadong bus by rene o. villanueva is children's book that tells the story of mischievous and unruly bus causing trouble as it goes about its daily route. the narrative highlights themes of discipline, responsibility, and the importance of following rules, all conveyed through engaging storytelling and vivid illustrations that capture the imagination of young readers.","discipline, responsibility, rules, mischievous, children's book","Children",,"assets/Children.png","37","16","0000-00-00","available"
"226","ang batang may maraming bahay","gojo cruz, genaro r.","866067pl","PL899.211301 6561b 2013","17-Apr-15","ang batang may maraming bahay is children's book that explores themes of family, diversity, and belonging. it follows the story of young child who experiences living in multiple homes, each offering unique experiences and lessons. through colorful illustrations and engaging narrative, the book highlights the idea that home is not just physical space but also the love and connection shared with loved ones.","Family, Diversity, Belonging, Home, Love","Children",,"assets/Children.png","34","10","0000-00-00","available"
"227","ang batang nanaginip na siya'y nakakalipad","maranan, e. b.","878810pl","KH372.4 M325b 2007","23-Nov-12","ang batang nanaginip na siya'y nakakalipad by e. b. maranan tells the enchanting story of young child who dreams of flying. through vivid dreams, the child explores world of imagination and possibilities, finding freedom and self-discovery. the narrative gently encourages readers to dream big and pursue their aspirations, regardless of the challenges they may face.","Dreams, Flying, Imagination, Freedom, Self-discovery","Fiction",,"assets/Fiction.png","32","10","0000-00-00","available"
"228","ang batang nanaginip na siya'y nakakalipad","maranan, e. b.","878810 pl","KH372.4 M325b 2007","23-Nov-12","""Ang Batang Nanaginip na Siya'y Nakakalipad"" by E. B. Maranan tells the enchanting story of a young child who dreams of soaring through the sky. Through imaginative and vivid storytelling, the book captures the essence of childhood wonder and the boundless possibilities that dreams can inspire. As the child navigates through the dream world, themes of freedom, aspiration, and the power of imagination are explored, leaving readers with a sense of hope and inspiration.","Childhood, Dreams, Imagination, Freedom, Inspiration","Fiction",,"assets/Fiction.png","40","16","0000-00-00","available"
"229","ang batang nangarap maging isda: mga tula","carcamo, ronald","833389 pl","PL899.211 C177b 2006","23-Jan-09","ang batang nangarap maging isda: mga tula by ronald carcamo is poignant collection of poems that explores themes of dreams, identity, and transformation. through vivid imagery and lyrical language, the author delves into the inner world of child who yearns to transcend human limitations by becoming fish. the poems reflect on the innocence of childhood dreams and the deeper longing for freedom and self-discovery.","Dreams, Identity, Transformation, Childhood, Freedom","Fiction",,"assets/Fiction.png","39","19","0000-00-00","available"
"230","ang bibliang pambata: sa 365 na kwento","batchelor, mary","4928kh","KH220.9505 B314b 1997","15-Nov-98","ang bibliang pambata: sa 365 na kwento by mary batchelor is children's book that presents the stories of the bible in simplified and engaging manner, making them accessible and relatable for young readers. the book is organized into 365 stories, one for each day of the year, providing daily spiritual lesson and fostering deeper understanding of biblical teachings.","Children's book, Bible stories, Mary Batchelor, Daily lessons, Spiritual teachings","Children",,"assets/Children.png","44","18","0000-00-00","available"
"231","ang binagong kodigo penal ng pilipinas","paralejo, cesar","685655 pl","KH 345.599 P538b 2000","6-Dec-00","ang binagong kodigo penal ng pilipinas by cesar paralejo is an in-depth examination of the revised penal code in the philippines. the book provides comprehensive analysis of the laws, their implications, and how they have been updated to reflect contemporary legal standards. it serves as crucial resource for legal professionals, students, and anyone interested in understanding the intricacies of philippine criminal law.","Revised Penal Code, Philippine law, criminal law, legal analysis, Cesar Paralejo","Law",,"assets/Law.png","16","16","0000-00-00","available"
"232","ang bundok at iba pang dula","bonifacio, amelia l.","3711kh","KH899.2112 B641b 1994",,"ang bundok at iba pang dula by amelia l. bonifacio is collection of plays that explore various themes rooted in filipino culture and society. the works delve into the complexity of human relationships, societal norms, and traditional values, often featuring rich symbolism and allegory. bonifacio's plays are known for their deep engagement with cultural identity and the human condition, offering insightful reflections on contemporary and historical issues in the philippines.","Filipino culture, human relationships, societal norms, symbolism, cultural identity","Fiction",,"assets/Fiction.png","25","19","0000-00-00","available"
"233","ang el filibusterismo ni jose rizal: isang interpretasyon","batnag, aurora","2808kh","KH899.2113009 B321f 1988",,"ang el filibusterismo ni jose rizal: isang interpretasyon by aurora batnag is an insightful analysis and interpretation of jose rizal's classic novel el filibusterismo. batnag delves into the themes, characters, and historical context of the original work, offering fresh perspective on its significance in philippine literature and history. the book serves as guide for readers to understand the complex socio-political issues rizal addressed through his narrative.","Jose Rizal, El Filibusterismo, interpretation, Philippine literature, socio-political issues","History",,"assets/History.png","35","14","0000-00-00","available"
"234","ang ginto sa maikling at iba pang kwento","pineda, mocaro","002786plfd","KH899.211301 P653 2001","21-May-01","ang ginto sa maikling at iba pang kwento by mocaro pineda is collection of short stories that delve into the complexities of filipino life and culture. through vivid narratives and rich characterizations, pineda explores themes such as human relationships, societal issues, and personal struggles, offering readers glimpse into the diverse and vibrant tapestry of filipino experiences.","Filipino culture, short stories, human relationships, societal issues, personal struggles","Fiction",,"assets/Fiction.png","11","17","0000-00-00","available"
"235","ang hilig ni manda","antonio, lamberto","746985 pl","KH 499.21186 An88h 2002","21-Nov-02","""Ang Hilig ni Manda"" by Lamberto Antonio explores the vibrant and multifaceted life of Manda, a character whose interests and passions drive the narrative. Set against the backdrop of Filipino culture and society, the story delves into themes of identity, personal growth, and the pursuit of one's desires. Through Manda's journey, readers gain insight into the complexities of human nature and the importance of staying true to oneself.","Manda, identity, Filipino culture, personal growth, desires","Fiction",,"assets/Fiction.png","10","11","0000-00-00","available"
"236","ang himagsikang pilipino","kalaw, teodoro","2685kh","KH959.9026 K124h 1989","6-Jun-97","ang himagsikang pilipino by teodoro kalaw offers an in-depth historical account of the philippine revolution against spanish colonial rule. the book meticulously details the events, key figures, and socio-political dynamics that fueled the uprising, highlighting the struggle for independence and the formation of national identity. kalaw's work provides valuable insights into the aspirations and challenges faced by the filipino people during this pivotal period in their history.","Philippine Revolution, Spanish Colonial Rule, Independence, National Identity, Teodoro Kalaw","History",,"assets/History.png","21","18","0000-00-00","available"
"237","ang himala ni dicky","fortich, chic","4379kh","KH Fic F776h 1993",,"""Ang Himala ni Dicky"" by Chic Fortich is a captivating tale that explores the extraordinary experiences of Dicky, a young protagonist who encounters miraculous events. Set against a backdrop of everyday life, the story delves into themes of faith, wonder, and the unexpected twists of fate. Through Dicky's journey, the narrative examines the impact of miracles on personal growth and the community, ultimately revealing the profound changes that belief and hope can inspire.","Miracles, Faith, Personal Growth, Community, Hope","Fiction",,"assets/Fiction.png","14","15","0000-00-00","available"
"238","ang hudhud ni rio alma",,"D307004","PL899.211103 2009",,"ang hudhud ni rio alma is contemporary adaptation of the traditional ifugao epic chant hudhud. the book explores cultural heritage, identity, and the richness of filipino oral traditions through the poetic narrative crafted by the esteemed poet rio alma. it intertwines the ancient and the modern, bringing the epic's themes to new generation while celebrating the depth of indigenous literature.","Ifugao, epic, cultural heritage, oral traditions, Rio Alma","Fiction",,"assets/Fiction.png","46","18","0000-00-00","available"
"239","ang hukuman ni sinukuan: bakit naparusahan ang lamok?","alonzo, roberto","3577 & 3578kh","KH499.21186  A172h 1986",,"ang hukuman ni sinukuan: bakit naparusahan ang lamok? by roberto alonzo is children's story that delves into folk tales and moral lessons. the narrative revolves around mythical court presided over by sinukuan, powerful figure in filipino folklore. the story explains why the mosquito was punished, weaving cultural elements with moral lesson about justice and consequence.","folk tales, moral lessons, Sinukuan, justice, mosquito","Children",,"assets/Children.png","41","11","0000-00-00","available"
